,n_steps
21864,8.0
21865,6.0
21866,9.0
21867,4.0
21868,9.0
21869,8.0
21870,6.0
21871,7.0
21872,14.0
21873,4.0
21874,5.0
21875,13.0
21876,6.0
21877,5.0
21878,10.0
21879,4.0
21880,7.0
21881,13.0
21882,4.0
21883,8.0
21884,3.0
21885,6.0
21886,20.0
21887,8.0
21888,12.0
21889,3.0
21890,1.0
21891,4.0
21892,6.0
21893,7.0
21894,5.0
21895,12.0
21896,4.0
21897,7.0
21898,17.0
21899,3.0
21900,7.0
21901,12.0
21902,5.0
21903,8.0
21904,3.0
21905,22.0
21906,5.0
21907,12.0
21908,8.0
21909,6.0
21910,12.0
21911,5.0
21912,12.0
21913,8.0
21914,19.0
21915,7.0
21916,5.0
21917,10.0
21918,7.0
21919,1.0
21920,8.0
21921,12.0
21922,15.0
21923,15.0
21924,6.0
21925,7.0
21926,4.0
21927,5.0
21928,7.0
21929,12.0
21930,10.0
21931,9.0
21932,8.0
21933,7.0
21934,17.0
21935,9.0
21936,14.0
21937,8.0
21938,10.0
21939,3.0
21940,7.0
21941,8.0
21942,3.0
21943,4.0
21944,13.0
21945,9.0
21946,6.0
21947,7.0
21948,6.0
21949,7.0
21950,7.0
21951,6.0
21952,8.0
21953,14.0
21954,19.0
21955,11.0
21956,10.0
21957,12.0
21958,13.0
21959,17.0
21960,7.0
21961,7.0
21962,11.0
21963,6.0
21964,5.0
21965,5.0
21966,9.0
21967,16.0
21968,7.0
21969,8.0
21970,16.0
21971,16.0
21972,13.0
21973,9.0
21974,11.0
21975,14.0
21976,8.0
21977,8.0
21978,5.0
21979,2.0
21980,3.0
21981,5.0
21982,6.0
21983,12.0
21984,12.0
21985,6.0
21986,5.0
21987,7.0
21988,6.0
21989,4.0
21990,9.0
21991,8.0
21992,5.0
21993,7.0
21994,13.0
21995,22.0
21996,6.0
21997,6.0
21998,4.0
21999,12.0
22000,8.0
22001,13.0
22002,3.0
22003,8.0
22004,2.0
22005,8.0
22006,8.0
22007,7.0
22008,12.0
22009,7.0
22010,5.0
22011,5.0
22012,6.0
22013,7.0
22014,6.0
22015,16.0
22016,17.0
22017,8.0
22018,18.0
22019,9.0
22020,24.0
22021,10.0
22022,4.0
22023,15.0
22024,7.0
22025,10.0
22026,14.0
22027,15.0
22028,9.0
22029,9.0
22030,14.0
22031,10.0
22032,10.0
22033,6.0
22034,20.0
22035,11.0
22036,3.0
22037,16.0
22038,16.0
22039,16.0
22040,15.0
22041,12.0
22042,21.0
22043,10.0
22044,10.0
22045,13.0
22046,7.0
22047,9.0
22048,10.0
22049,10.0
22050,17.0
22051,12.0
22052,17.0
22053,13.0
22054,25.0
22055,11.0
22056,13.0
22057,11.0
22058,9.0
22059,11.0
22060,11.0
22061,10.0
22062,18.0
22063,13.0
22064,10.0
22065,27.0
22066,19.0
22067,6.0
22068,5.0
22069,14.0
22070,3.0
22071,5.0
22072,2.0
22073,4.0
22074,10.0
22075,5.0
22076,9.0
22077,11.0
22078,9.0
22079,14.0
22080,17.0
22081,18.0
22082,12.0
22083,6.0
22084,8.0
22085,7.0
22086,14.0
22087,7.0
22088,9.0
22089,12.0
22090,3.0
22091,5.0
22092,10.0
22093,12.0
22094,24.0
22095,18.0
22096,8.0
22097,4.0
22098,12.0
22099,6.0
22100,13.0
22101,7.0
22102,6.0
22103,29.0
22104,1.0
22105,9.0
22106,5.0
22107,9.0
22108,16.0
22109,6.0
22110,4.0
22111,10.0
22112,9.0
22113,5.0
22114,17.0
22115,3.0
22116,4.0
22117,5.0
22118,8.0
22119,6.0
22120,4.0
22121,9.0
22122,1.0
22123,3.0
22124,3.0
22125,10.0
22126,20.0
22127,4.0
22128,6.0
22129,7.0
22130,4.0
22131,6.0
22132,7.0
22133,15.0
22134,4.0
22135,19.0
22136,2.0
22137,4.0
22138,5.0
22139,3.0
22140,3.0
22141,13.0
22142,6.0
22143,9.0
22144,4.0
22145,8.0
22146,6.0
22147,6.0
22148,5.0
22149,6.0
22150,5.0
22151,10.0
22152,17.0
22153,18.0
22154,14.0
22155,6.0
22156,17.0
22157,8.0
22158,12.0
22159,14.0
22160,19.0
22161,3.0
22162,5.0
22163,11.0
22164,12.0
22165,9.0
22166,10.0
22167,6.0
22168,6.0
22169,16.0
22170,3.0
22171,12.0
22172,12.0
22173,8.0
22174,20.0
22175,15.0
22176,13.0
22177,5.0
22178,16.0
22179,10.0
22180,5.0
22181,13.0
22182,4.0
22183,6.0
22184,10.0
22185,3.0
22186,13.0
22187,13.0
22188,5.0
22189,21.0
22190,17.0
22191,8.0
22192,14.0
22193,15.0
22194,16.0
22195,12.0
22196,3.0
22197,4.0
22198,15.0
22199,6.0
22200,24.0
22201,12.0
22202,13.0
22203,16.0
22204,5.0
22205,7.0
22206,32.0
22207,5.0
22208,4.0
22209,8.0
22210,11.0
22211,6.0
22212,11.0
22213,11.0
22214,9.0
22215,16.0
22216,9.0
22217,12.0
22218,6.0
22219,15.0
22220,8.0
22221,11.0
22222,7.0
22223,12.0
22224,12.0
22225,30.0
22226,11.0
22227,6.0
22228,14.0
22229,8.0
22230,6.0
22231,9.0
22232,11.0
22233,5.0
22234,5.0
22235,15.0
22236,7.0
22237,6.0
22238,10.0
22239,10.0
22240,16.0
22241,10.0
22242,3.0
22243,3.0
22244,7.0
22245,7.0
22246,7.0
22247,9.0
22248,2.0
22249,5.0
22250,6.0
22251,4.0
22252,10.0
22253,4.0
22254,3.0
22255,11.0
22256,5.0
22257,23.0
22258,11.0
22259,6.0
22260,10.0
22261,22.0
22262,20.0
22263,16.0
22264,6.0
22265,7.0
22266,2.0
22267,8.0
22268,3.0
22269,5.0
22270,3.0
22271,11.0
22272,10.0
22273,27.0
22274,9.0
22275,4.0
22276,2.0
22277,5.0
22278,3.0
22279,5.0
22280,6.0
22281,12.0
22282,4.0
22283,3.0
22284,10.0
22285,6.0
22286,8.0
22287,18.0
22288,16.0
22289,7.0
22290,7.0
22291,2.0
22292,12.0
22293,7.0
22294,6.0
22295,14.0
22296,7.0
22297,9.0
22298,4.0
22299,12.0
22300,11.0
22301,4.0
22302,17.0
22303,4.0
22304,6.0
22305,7.0
22306,7.0
22307,10.0
22308,10.0
22309,8.0
22310,15.0
22311,2.0
22312,4.0
22313,12.0
22314,12.0
22315,8.0
22316,10.0
22317,5.0
22318,6.0
22319,14.0
22320,10.0
22321,4.0
22322,6.0
22323,5.0
22324,3.0
22325,14.0
22326,11.0
22327,9.0
22328,7.0
22329,13.0
22330,13.0
22331,18.0
22332,12.0
22333,25.0
22334,11.0
22335,12.0
22336,19.0
22337,21.0
22338,7.0
22339,16.0
22340,11.0
22341,14.0
22342,7.0
22343,5.0
22344,7.0
22345,4.0
22346,29.0
22347,12.0
22348,10.0
22349,2.0
22350,2.0
22351,12.0
22352,14.0
22353,8.0
22354,10.0
22355,6.0
22356,9.0
22357,5.0
22358,4.0
22359,12.0
22360,8.0
22361,6.0
22362,4.0
22363,14.0
22364,11.0
22365,7.0
22366,11.0
22367,11.0
22368,10.0
22369,11.0
22370,8.0
22371,18.0
22372,15.0
22373,11.0
22374,25.0
22375,8.0
22376,17.0
22377,13.0
22378,10.0
22379,8.0
22380,15.0
22381,8.0
22382,1.0
22383,5.0
22384,24.0
22385,20.0
22386,11.0
22387,3.0
22388,8.0
22389,12.0
22390,9.0
22391,3.0
22392,11.0
22393,12.0
22394,8.0
22395,8.0
22396,41.0
22397,6.0
22398,4.0
22399,14.0
22400,3.0
22401,9.0
22402,2.0
22403,8.0
22404,17.0
22405,2.0
22406,12.0
22407,3.0
22408,7.0
22409,10.0
22410,13.0
22411,13.0
22412,12.0
22413,8.0
22414,2.0
22415,7.0
22416,7.0
22417,5.0
22418,14.0
22419,7.0
22420,10.0
22421,9.0
22422,7.0
22423,10.0
22424,15.0
22425,11.0
22426,4.0
22427,9.0
22428,19.0
22429,16.0
22430,5.0
22431,2.0
22432,9.0
22433,6.0
22434,13.0
22435,3.0
22436,7.0
22437,13.0
22438,5.0
22439,4.0
22440,14.0
22441,6.0
22442,3.0
22443,8.0
22444,3.0
22445,14.0
22446,7.0
22447,20.0
22448,2.0
22449,8.0
22450,5.0
22451,8.0
22452,3.0
22453,6.0
22454,8.0
22455,7.0
22456,6.0
22457,6.0
22458,18.0
22459,15.0
22460,12.0
22461,5.0
22462,9.0
22463,5.0
22464,6.0
22465,11.0
22466,12.0
22467,24.0
22468,13.0
22469,9.0
22470,7.0
22471,14.0
22472,14.0
22473,9.0
22474,13.0
22475,10.0
22476,4.0
22477,3.0
22478,16.0
22479,8.0
22480,6.0
22481,8.0
22482,7.0
22483,10.0
22484,8.0
22485,15.0
22486,9.0
22487,4.0
22488,13.0
22489,21.0
22490,6.0
22491,4.0
22492,26.0
22493,8.0
22494,10.0
22495,6.0
22496,17.0
22497,11.0
22498,7.0
22499,8.0
22500,12.0
22501,2.0
22502,11.0
22503,15.0
22504,16.0
22505,7.0
22506,18.0
22507,10.0
22508,18.0
22509,13.0
22510,12.0
22511,13.0
22512,10.0
22513,5.0
22514,11.0
22515,15.0
22516,9.0
22517,5.0
22518,7.0
22519,6.0
22520,5.0
22521,6.0
22522,2.0
22523,14.0
22524,2.0
22525,22.0
22526,10.0
22527,5.0
22528,14.0
22529,11.0
22530,12.0
22531,19.0
22532,11.0
22533,2.0
22534,7.0
22535,10.0
22536,13.0
22537,11.0
22538,4.0
22539,5.0
22540,7.0
22541,14.0
22542,16.0
22543,14.0
22544,2.0
22545,5.0
22546,13.0
22547,7.0
22548,6.0
22549,16.0
22550,15.0
22551,15.0
22552,7.0
22553,6.0
22554,5.0
22555,2.0
22556,10.0
22557,14.0
22558,5.0
22559,9.0
22560,2.0
22561,13.0
22562,5.0
22563,18.0
22564,15.0
22565,9.0
22566,16.0
22567,19.0
22568,9.0
22569,36.0
22570,12.0
22571,13.0
22572,4.0
22573,12.0
22574,7.0
22575,5.0
22576,4.0
22577,7.0
22578,15.0
22579,7.0
22580,15.0
22581,9.0
22582,8.0
22583,19.0
22584,13.0
22585,10.0
22586,8.0
22587,7.0
22588,14.0
22589,4.0
22590,13.0
22591,9.0
22592,6.0
22593,9.0
22594,13.0
22595,7.0
22596,8.0
22597,6.0
22598,2.0
22599,15.0
22600,7.0
22601,7.0
22602,5.0
22603,10.0
22604,4.0
22605,10.0
22606,4.0
22607,9.0
22608,4.0
22609,15.0
22610,12.0
22611,11.0
22612,13.0
22613,9.0
22614,14.0
22615,5.0
22616,17.0
22617,7.0
22618,8.0
22619,7.0
22620,17.0
22621,18.0
22622,11.0
22623,13.0
22624,8.0
22625,1.0
22626,2.0
22627,19.0
22628,11.0
22629,16.0
22630,8.0
22631,17.0
22632,13.0
22633,10.0
22634,6.0
22635,6.0
22636,13.0
22637,4.0
22638,7.0
22639,8.0
22640,5.0
22641,7.0
22642,9.0
22643,9.0
22644,10.0
22645,5.0
22646,6.0
22647,11.0
22648,17.0
22649,2.0
22650,13.0
22651,20.0
22652,10.0
22653,6.0
22654,5.0
22655,9.0
22656,4.0
22657,20.0
22658,8.0
22659,15.0
22660,16.0
22661,1.0
22662,9.0
22663,5.0
22664,17.0
22665,7.0
22666,9.0
22667,10.0
22668,14.0
22669,6.0
22670,9.0
22671,17.0
22672,22.0
22673,10.0
22674,9.0
22675,14.0
22676,9.0
22677,8.0
22678,7.0
22679,30.0
22680,4.0
22681,10.0
22682,11.0
22683,10.0
22684,18.0
22685,17.0
22686,9.0
22687,15.0
22688,22.0
22689,10.0
22690,8.0
22691,13.0
22692,17.0
22693,12.0
22694,21.0
22695,8.0
22696,49.0
22697,18.0
22698,14.0
22699,16.0
22700,7.0
22701,7.0
22702,9.0
22703,8.0
22704,4.0
22705,14.0
22706,5.0
22707,13.0
22708,12.0
22709,7.0
22710,7.0
22711,10.0
22712,10.0
22713,13.0
22714,7.0
22715,9.0
22716,5.0
22717,11.0
22718,4.0
22719,7.0
22720,17.0
22721,9.0
22722,8.0
22723,16.0
22724,4.0
22725,14.0
22726,10.0
22727,7.0
22728,14.0
22729,8.0
22730,11.0
22731,11.0
22732,5.0
22733,6.0
22734,7.0
22735,7.0
22736,10.0
22737,15.0
22738,8.0
22739,17.0
22740,9.0
22741,3.0
22742,8.0
22743,4.0
22744,4.0
22745,16.0
22746,10.0
22747,16.0
22748,13.0
22749,9.0
22750,9.0
22751,8.0
22752,9.0
22753,9.0
22754,6.0
22755,14.0
22756,9.0
22757,24.0
22758,8.0
22759,8.0
22760,7.0
22761,8.0
22762,13.0
22763,7.0
22764,15.0
22765,17.0
22766,8.0
22767,9.0
22768,10.0
22769,30.0
22770,34.0
22771,19.0
22772,9.0
22773,10.0
22774,7.0
22775,24.0
22776,7.0
22777,14.0
22778,35.0
22779,9.0
22780,14.0
22781,14.0
22782,19.0
22783,7.0
22784,8.0
22785,17.0
22786,6.0
22787,9.0
22788,11.0
22789,22.0
22790,6.0
22791,10.0
22792,5.0
22793,15.0
22794,19.0
22795,12.0
22796,5.0
22797,4.0
22798,7.0
22799,6.0
22800,9.0
22801,8.0
22802,10.0
22803,6.0
22804,6.0
22805,7.0
22806,11.0
22807,12.0
22808,7.0
22809,12.0
22810,7.0
22811,17.0
22812,3.0
22813,13.0
22814,12.0
22815,11.0
22816,7.0
22817,5.0
22818,13.0
22819,11.0
22820,11.0
22821,13.0
22822,10.0
22823,8.0
22824,28.0
22825,8.0
22826,10.0
22827,6.0
22828,17.0
22829,6.0
22830,25.0
22831,7.0
22832,5.0
22833,4.0
22834,24.0
22835,8.0
22836,14.0
22837,16.0
22838,6.0
22839,11.0
22840,11.0
22841,12.0
22842,14.0
22843,6.0
22844,8.0
22845,7.0
22846,5.0
22847,11.0
22848,12.0
22849,20.0
22850,11.0
22851,12.0
22852,7.0
22853,10.0
22854,6.0
22855,13.0
22856,12.0
22857,8.0
22858,12.0
22859,5.0
22860,29.0
22861,15.0
22862,9.0
22863,13.0
22864,7.0
22865,14.0
22866,15.0
22867,8.0
22868,18.0
22869,7.0
22870,9.0
22871,6.0
22872,7.0
22873,5.0
22874,7.0
22875,7.0
22876,7.0
22877,6.0
22878,7.0
22879,7.0
22880,8.0
22881,4.0
22882,15.0
22883,17.0
22884,5.0
22885,19.0
22886,21.0
22887,11.0
22888,18.0
22889,8.0
22890,7.0
22891,6.0
22892,11.0
22893,9.0
22894,7.0
22895,10.0
22896,14.0
22897,10.0
22898,11.0
22899,11.0
22900,9.0
22901,9.0
22902,7.0
22903,4.0
22904,17.0
22905,8.0
22906,5.0
22907,13.0
22908,3.0
22909,15.0
22910,9.0
22911,4.0
22912,16.0
22913,16.0
22914,8.0
22915,7.0
22916,5.0
22917,7.0
22918,10.0
22919,5.0
22920,6.0
22921,7.0
22922,3.0
22923,4.0
22924,9.0
22925,5.0
22926,13.0
22927,12.0
22928,4.0
22929,27.0
22930,5.0
22931,14.0
22932,6.0
22933,13.0
22934,28.0
22935,28.0
22936,16.0
22937,9.0
22938,15.0
22939,6.0
22940,6.0
22941,10.0
22942,1.0
22943,16.0
22944,7.0
22945,3.0
22946,6.0
22947,18.0
22948,8.0
22949,7.0
22950,7.0
22951,19.0
22952,5.0
22953,13.0
22954,6.0
22955,13.0
22956,6.0
22957,1.0
22958,19.0
22959,20.0
22960,11.0
22961,12.0
22962,9.0
22963,18.0
22964,7.0
22965,4.0
22966,18.0
22967,8.0
22968,8.0
22969,5.0
22970,5.0
22971,9.0
22972,20.0
22973,6.0
22974,4.0
22975,14.0
22976,9.0
22977,17.0
22978,10.0
22979,6.0
22980,4.0
22981,5.0
22982,19.0
22983,5.0
22984,7.0
22985,7.0
22986,10.0
22987,7.0
22988,5.0
22989,5.0
22990,7.0
22991,12.0
22992,8.0
22993,8.0
22994,10.0
22995,7.0
22996,15.0
22997,8.0
22998,13.0
22999,8.0
23000,18.0
23001,5.0
23002,5.0
23003,7.0
23004,9.0
23005,17.0
23006,14.0
23007,4.0
23008,19.0
23009,7.0
23010,9.0
23011,5.0
23012,6.0
23013,4.0
23014,3.0
23015,25.0
23016,7.0
23017,5.0
23018,8.0
23019,5.0
23020,5.0
23021,11.0
23022,13.0
23023,6.0
23024,10.0
23025,8.0
23026,19.0
23027,15.0
23028,17.0
23029,11.0
23030,14.0
23031,6.0
23032,6.0
23033,13.0
23034,3.0
23035,35.0
23036,2.0
23037,3.0
23038,4.0
23039,18.0
23040,13.0
23041,4.0
23042,7.0
23043,8.0
23044,9.0
23045,21.0
23046,11.0
23047,10.0
23048,11.0
23049,6.0
23050,6.0
23051,4.0
23052,4.0
23053,8.0
23054,5.0
23055,3.0
23056,6.0
23057,9.0
23058,8.0
23059,7.0
23060,12.0
23061,10.0
23062,8.0
23063,17.0
23064,16.0
23065,22.0
23066,10.0
23067,22.0
23068,8.0
23069,2.0
23070,10.0
23071,3.0
23072,2.0
23073,2.0
23074,8.0
23075,4.0
23076,5.0
23077,5.0
23078,11.0
23079,12.0
23080,12.0
23081,12.0
23082,11.0
23083,26.0
23084,9.0
23085,44.0
23086,9.0
23087,24.0
23088,12.0
23089,6.0
23090,2.0
23091,15.0
23092,13.0
23093,8.0
23094,9.0
23095,3.0
23096,9.0
23097,7.0
23098,9.0
23099,9.0
23100,4.0
23101,12.0
23102,19.0
23103,15.0
23104,26.0
23105,9.0
23106,12.0
23107,7.0
23108,12.0
23109,16.0
23110,23.0
23111,5.0
23112,6.0
23113,2.0
23114,17.0
23115,4.0
23116,8.0
23117,7.0
23118,12.0
23119,11.0
23120,7.0
23121,8.0
23122,3.0
23123,5.0
23124,8.0
23125,8.0
23126,9.0
23127,12.0
23128,9.0
23129,2.0
23130,13.0
23131,15.0
23132,14.0
23133,5.0
23134,4.0
23135,13.0
23136,15.0
23137,17.0
23138,3.0
23139,11.0
23140,4.0
23141,7.0
23142,5.0
23143,3.0
23144,2.0
23145,6.0
23146,12.0
23147,7.0
23148,3.0
23149,17.0
23150,6.0
23151,6.0
23152,5.0
23153,3.0
23154,5.0
23155,2.0
23156,6.0
23157,11.0
23158,11.0
23159,5.0
23160,2.0
23161,10.0
23162,9.0
23163,10.0
23164,8.0
23165,12.0
23166,6.0
23167,5.0
23168,3.0
23169,4.0
23170,4.0
23171,7.0
23172,6.0
23173,3.0
23174,19.0
23175,3.0
23176,8.0
23177,8.0
23178,9.0
23179,10.0
23180,15.0
23181,15.0
23182,19.0
23183,14.0
23184,5.0
23185,11.0
23186,12.0
23187,11.0
23188,10.0
23189,13.0
23190,9.0
23191,9.0
23192,18.0
23193,13.0
23194,11.0
23195,6.0
23196,12.0
23197,8.0
23198,8.0
23199,13.0
23200,20.0
23201,4.0
23202,12.0
23203,12.0
23204,9.0
23205,6.0
23206,9.0
23207,7.0
23208,3.0
23209,7.0
23210,9.0
23211,8.0
23212,13.0
23213,14.0
23214,10.0
23215,6.0
23216,4.0
23217,9.0
23218,8.0
23219,8.0
23220,12.0
23221,16.0
23222,10.0
23223,3.0
23224,15.0
23225,6.0
23226,11.0
23227,9.0
23228,13.0
23229,8.0
23230,11.0
23231,15.0
23232,9.0
23233,4.0
23234,7.0
23235,18.0
23236,8.0
23237,11.0
23238,12.0
23239,11.0
23240,8.0
23241,13.0
23242,7.0
23243,17.0
23244,7.0
23245,11.0
23246,6.0
23247,5.0
23248,7.0
23249,12.0
23250,6.0
23251,10.0
23252,7.0
23253,7.0
23254,16.0
23255,9.0
23256,4.0
23257,7.0
23258,4.0
23259,13.0
23260,9.0
23261,52.0
23262,12.0
23263,12.0
23264,16.0
23265,12.0
23266,6.0
23267,5.0
23268,5.0
23269,1.0
23270,2.0
23271,5.0
23272,5.0
23273,9.0
23274,5.0
23275,6.0
23276,3.0
23277,10.0
23278,4.0
23279,7.0
23280,6.0
23281,7.0
23282,4.0
23283,8.0
23284,13.0
23285,4.0
23286,6.0
23287,1.0
23288,10.0
23289,7.0
23290,7.0
23291,9.0
23292,7.0
23293,3.0
23294,19.0
23295,11.0
23296,23.0
23297,8.0
23298,10.0
23299,17.0
23300,13.0
23301,1.0
23302,18.0
23303,20.0
23304,7.0
23305,4.0
23306,8.0
23307,9.0
23308,10.0
23309,10.0
23310,19.0
23311,6.0
23312,15.0
23313,23.0
23314,25.0
23315,15.0
23316,13.0
23317,10.0
23318,6.0
23319,11.0
23320,38.0
23321,12.0
23322,12.0
23323,2.0
23324,15.0
23325,7.0
23326,5.0
23327,7.0
23328,6.0
23329,25.0
23330,5.0
23331,7.0
23332,8.0
23333,7.0
23334,9.0
23335,11.0
23336,7.0
23337,12.0
23338,5.0
23339,11.0
23340,9.0
23341,6.0
23342,6.0
23343,11.0
23344,26.0
23345,5.0
23346,32.0
23347,5.0
23348,17.0
23349,10.0
23350,9.0
23351,12.0
23352,8.0
23353,9.0
23354,7.0
23355,6.0
23356,18.0
23357,19.0
23358,10.0
23359,16.0
23360,17.0
23361,24.0
23362,30.0
23363,10.0
23364,23.0
23365,13.0
23366,9.0
23367,3.0
23368,13.0
23369,7.0
23370,8.0
23371,7.0
23372,5.0
23373,9.0
23374,13.0
23375,4.0
23376,9.0
23377,9.0
23378,7.0
23379,7.0
23380,7.0
23381,10.0
23382,3.0
23383,10.0
23384,12.0
23385,3.0
23386,16.0
23387,10.0
23388,2.0
23389,8.0
23390,4.0
23391,1.0
23392,11.0
23393,9.0
23394,7.0
23395,10.0
23396,9.0
23397,3.0
23398,13.0
23399,7.0
23400,10.0
23401,4.0
23402,5.0
23403,4.0
23404,19.0
23405,13.0
23406,9.0
23407,4.0
23408,5.0
23409,10.0
23410,31.0
23411,8.0
23412,5.0
23413,7.0
23414,6.0
23415,5.0
23416,24.0
23417,6.0
23418,3.0
23419,9.0
23420,14.0
23421,15.0
23422,8.0
23423,17.0
23424,3.0
23425,9.0
23426,14.0
23427,10.0
23428,11.0
23429,3.0
23430,21.0
23431,12.0
23432,14.0
23433,5.0
23434,8.0
23435,4.0
23436,9.0
23437,7.0
23438,10.0
23439,7.0
23440,5.0
23441,4.0
23442,8.0
23443,18.0
23444,17.0
23445,9.0
23446,10.0
23447,9.0
23448,11.0
23449,10.0
23450,11.0
23451,7.0
23452,20.0
23453,9.0
23454,4.0
23455,10.0
23456,10.0
23457,7.0
23458,8.0
23459,4.0
23460,10.0
23461,7.0
23462,12.0
23463,7.0
23464,10.0
23465,9.0
23466,11.0
23467,6.0
23468,19.0
23469,5.0
23470,11.0
23471,18.0
23472,9.0
23473,7.0
23474,5.0
23475,4.0
23476,21.0
23477,9.0
23478,8.0
23479,9.0
23480,17.0
23481,14.0
23482,7.0
23483,25.0
23484,7.0
23485,11.0
23486,11.0
23487,9.0
23488,9.0
23489,14.0
23490,21.0
23491,20.0
23492,8.0
23493,6.0
23494,8.0
23495,10.0
23496,16.0
23497,6.0
23498,20.0
23499,6.0
23500,14.0
23501,12.0
23502,5.0
23503,7.0
23504,12.0
23505,5.0
23506,27.0
23507,10.0
23508,6.0
23509,15.0
23510,14.0
23511,13.0
23512,12.0
23513,5.0
23514,5.0
23515,6.0
23516,13.0
23517,15.0
23518,9.0
23519,6.0
23520,4.0
23521,7.0
23522,11.0
23523,7.0
23524,4.0
23525,6.0
23526,4.0
23527,7.0
23528,5.0
23529,3.0
23530,4.0
23531,6.0
23532,12.0
23533,10.0
23534,5.0
23535,7.0
23536,6.0
23537,16.0
23538,7.0
23539,12.0
23540,15.0
23541,4.0
23542,9.0
23543,6.0
23544,6.0
23545,10.0
23546,7.0
23547,31.0
23548,8.0
23549,10.0
23550,7.0
23551,14.0
23552,4.0
23553,11.0
23554,8.0
23555,22.0
23556,13.0
23557,3.0
23558,17.0
23559,10.0
23560,5.0
23561,3.0
23562,10.0
23563,5.0
23564,4.0
23565,8.0
23566,3.0
23567,11.0
23568,7.0
23569,5.0
23570,9.0
23571,13.0
23572,6.0
23573,9.0
23574,9.0
23575,7.0
23576,5.0
23577,16.0
23578,9.0
23579,14.0
23580,21.0
23581,8.0
23582,10.0
23583,4.0
23584,10.0
23585,15.0
23586,23.0
23587,12.0
23588,20.0
23589,7.0
23590,22.0
23591,7.0
23592,11.0
23593,3.0
23594,4.0
23595,14.0
23596,14.0
23597,8.0
23598,13.0
23599,12.0
23600,13.0
23601,10.0
23602,15.0
23603,6.0
23604,6.0
23605,6.0
23606,12.0
23607,9.0
23608,3.0
23609,17.0
23610,11.0
23611,13.0
23612,7.0
23613,7.0
23614,19.0
23615,15.0
23616,9.0
23617,14.0
23618,20.0
23619,9.0
23620,4.0
23621,22.0
23622,20.0
23623,7.0
23624,7.0
23625,9.0
23626,9.0
23627,14.0
23628,15.0
23629,8.0
23630,11.0
23631,5.0
23632,11.0
23633,18.0
23634,4.0
23635,5.0
23636,27.0
23637,7.0
23638,26.0
23639,5.0
23640,43.0
23641,10.0
23642,10.0
23643,18.0
23644,11.0
23645,6.0
23646,6.0
23647,8.0
23648,5.0
23649,18.0
23650,12.0
23651,30.0
23652,18.0
23653,6.0
23654,8.0
23655,17.0
23656,12.0
23657,10.0
23658,12.0
23659,13.0
23660,5.0
23661,7.0
23662,10.0
23663,12.0
23664,21.0
23665,10.0
23666,12.0
23667,10.0
23668,1.0
23669,14.0
23670,9.0
23671,14.0
23672,15.0
23673,1.0
23674,4.0
23675,7.0
23676,19.0
23677,6.0
23678,8.0
23679,7.0
23680,8.0
23681,11.0
23682,10.0
23683,7.0
23684,9.0
23685,6.0
23686,3.0
23687,1.0
23688,22.0
23689,19.0
23690,12.0
23691,8.0
23692,8.0
23693,7.0
23694,18.0
23695,12.0
23696,16.0
23697,6.0
23698,12.0
23699,18.0
23700,8.0
23701,8.0
23702,8.0
23703,9.0
23704,7.0
23705,13.0
23706,5.0
23707,10.0
23708,9.0
23709,12.0
23710,10.0
23711,9.0
23712,18.0
23713,12.0
23714,10.0
23715,7.0
23716,8.0
23717,12.0
23718,20.0
23719,10.0
23720,8.0
23721,5.0
23722,5.0
23723,4.0
23724,18.0
23725,9.0
23726,9.0
23727,8.0
23728,3.0
23729,10.0
23730,5.0
23731,16.0
23732,13.0
23733,10.0
23734,3.0
23735,13.0
23736,7.0
23737,10.0
23738,9.0
23739,8.0
23740,11.0
23741,9.0
23742,9.0
23743,2.0
23744,5.0
23745,12.0
23746,1.0
23747,6.0
23748,12.0
23749,5.0
23750,4.0
23751,4.0
23752,11.0
23753,19.0
23754,13.0
23755,8.0
23756,9.0
23757,5.0
23758,15.0
23759,2.0
23760,14.0
23761,10.0
23762,14.0
23763,8.0
23764,27.0
23765,5.0
23766,5.0
23767,21.0
23768,7.0
23769,29.0
23770,14.0
23771,8.0
23772,6.0
23773,13.0
23774,16.0
23775,4.0
23776,16.0
23777,17.0
23778,14.0
23779,33.0
23780,5.0
23781,11.0
23782,13.0
23783,9.0
23784,7.0
23785,6.0
23786,22.0
23787,11.0
23788,13.0
23789,6.0
23790,10.0
23791,9.0
23792,5.0
23793,7.0
23794,3.0
23795,6.0
23796,4.0
23797,3.0
23798,11.0
23799,8.0
23800,6.0
23801,2.0
23802,5.0
23803,3.0
23804,11.0
23805,30.0
23806,8.0
23807,15.0
23808,8.0
23809,14.0
23810,4.0
23811,5.0
23812,16.0
23813,14.0
23814,9.0
23815,2.0
23816,2.0
23817,7.0
23818,7.0
23819,7.0
23820,11.0
23821,8.0
23822,29.0
23823,2.0
23824,7.0
23825,11.0
23826,8.0
23827,14.0
23828,3.0
23829,9.0
23830,7.0
23831,13.0
23832,5.0
23833,3.0
23834,11.0
23835,18.0
23836,15.0
23837,5.0
23838,13.0
23839,9.0
23840,12.0
23841,2.0
23842,11.0
23843,4.0
23844,12.0
23845,15.0
23846,10.0
23847,6.0
23848,7.0
23849,3.0
23850,6.0
23851,6.0
23852,3.0
23853,5.0
23854,7.0
23855,7.0
23856,15.0
23857,8.0
23858,11.0
23859,7.0
23860,8.0
23861,8.0
23862,7.0
